agent_id,model_name,job_difficulty,count,avg_count_per_run,std_count_per_run,avg_frequency_per_run,n_runs
agent_1,gemma4:e4b,easy,8.0,1.6,1.949358868961793,0.05333333333333333,5
agent_1,gemma4:e4b,hard,90.0,18.0,2.3452078799117144,0.6,5
agent_1,gemma4:e4b,medium,52.0,10.4,1.1401754250991378,0.3466666666666667,5
agent_2,nemotron-3-nano:4b,easy,55.0,11.0,6.284902544988268,0.37628899835796387,5
agent_2,nemotron-3-nano:4b,hard,19.0,3.8,3.7013511046643495,0.12783251231527093,5
agent_2,nemotron-3-nano:4b,medium,73.0,14.6,3.847076812334269,0.49587848932676515,5
agent_3,qwen3.5:4b,easy,52.0,10.4,6.148170459575759,0.34781609195402297,5
agent_3,qwen3.5:4b,hard,48.0,9.6,6.348228099241551,0.3239080459770115,5
agent_3,qwen3.5:4b,medium,49.0,9.8,2.7748873851023212,0.32827586206896553,5
agent_4,qwen3:8b,easy,8.0,1.6,1.140175425099138,0.16814814814814816,5
agent_4,qwen3:8b,hard,45.0,9.0,8.093207028119323,0.5516239316239316,5
agent_4,qwen3:8b,medium,15.0,3.0,1.224744871391589,0.2802279202279202,5
agent_5,qwen3.5:9b,easy,8.0,1.6,0.8944271909999159,0.3380952380952381,5
agent_5,qwen3.5:9b,hard,4.0,0.8,1.7888543819998317,0.11428571428571428,5
agent_5,qwen3.5:9b,medium,14.0,2.8,1.6431676725154984,0.5476190476190477,5
