agent_id,model_name,job_difficulty,attempted,succeeded,success_rate_pooled,avg_success_rate_per_run,std_success_rate_per_run,n_runs_with_attempt
agent_1,gemma4:e4b,easy,8,7,0.875,0.95,0.09999999999999998,4
agent_1,gemma4:e4b,hard,90,17,0.18888888888888888,0.18664160401002505,0.07273967094731947,5
agent_1,gemma4:e4b,medium,52,27,0.5192307692307693,0.5256565656565656,0.15925452545267085,5
agent_2,nemotron-3-nano:4b,easy,55,36,0.6545454545454545,0.6141176470588234,0.11973153360083674,5
agent_2,nemotron-3-nano:4b,hard,19,1,0.05263157894736842,0.041666666666666664,0.08333333333333333,4
agent_2,nemotron-3-nano:4b,medium,73,23,0.3150684931506849,0.2871297398851579,0.1875178288053863,5
agent_3,qwen3.5:4b,easy,52,40,0.7692307692307693,0.7938719175561281,0.1371205580085648,5
agent_3,qwen3.5:4b,hard,48,13,0.2708333333333333,0.17892156862745098,0.18228111066816716,5
agent_3,qwen3.5:4b,medium,49,27,0.5510204081632653,0.5622710622710623,0.21096484395577916,5
agent_4,qwen3:8b,easy,8,6,0.75,0.6666666666666666,0.4714045207910317,4
agent_4,qwen3:8b,hard,45,15,0.3333333333333333,0.2089177489177489,0.19308223147642806,5
agent_4,qwen3:8b,medium,15,9,0.6,0.5,0.3280836614171588,5
agent_5,qwen3.5:9b,easy,8,5,0.625,0.6666666666666666,0.47140452079103173,5
agent_5,qwen3.5:9b,hard,4,1,0.25,0.25,,1
agent_5,qwen3.5:9b,medium,14,7,0.5,0.37,0.3492849839314596,5
