agent_id,model_name,avg_rounds_active,std_rounds_active,n_runs
agent_1,gemma4:e4b,23.8,6.058052492344383,5
agent_2,nemotron-3-nano:4b,30.0,0.0,5
agent_3,qwen3.5:4b,30.0,0.0,5
agent_4,qwen3:8b,14.0,2.5495097567963922,5
agent_5,qwen3.5:9b,9.8,2.7748873851023217,5
