agent_id,model_name,own_followed_decisions,other_followed_decisions,no_recommendation_followed_decisions,total_decisions,own_follow_rate,other_follow_rate,no_recommendation_follow_rate
agent_1,gemma4:e4b,61,38,23,122,0.5,0.3114754098360656,0.1885245901639344
agent_2,nemotron-3-nano:4b,80,58,12,150,0.5333333333333333,0.38666666666666666,0.08
agent_3,qwen3.5:4b,76,39,35,150,0.5066666666666667,0.26,0.23333333333333334
agent_4,qwen3:8b,28,22,29,79,0.35443037974683544,0.27848101265822783,0.3670886075949367
agent_5,qwen3.5:9b,12,27,24,63,0.19047619047619047,0.42857142857142855,0.38095238095238093
