agent_id,model_name,avg_gained_per_spent,std_gained_per_spent,avg_energy_rewarded,avg_energy_spent,n_runs
agent_1,gemma4:e4b,0.6738466407891897,0.33048259496686383,2800.0,3724.5919999999996,5
agent_2,nemotron-3-nano:4b,1.2715794686832544,0.28970732038295016,4460.0,3521.726,5
agent_3,qwen3.5:4b,1.2829285991254715,0.4529385785872758,5900.0,4747.26,5
agent_4,qwen3:8b,0.2906368852897695,0.1645123824624607,1050.0,3387.7339999999995,5
agent_5,qwen3.5:9b,0.3250594510399473,0.23037212511881497,1230.0,3330.888,5
