agent_id,model_name,avg_donations_made,std_donations_made,total_donations_made,avg_energy_donated_per_run,std_energy_donated_per_run,total_energy_donated,avg_energy_per_donation,std_energy_per_donation,n_runs
agent_1,gemma4:e4b,5.4,2.701851217221259,27,994.442,470.5363501579873,4972.21,201.8884,97.13143298026648,5
agent_2,nemotron-3-nano:4b,1.0,0.0,4,137.75,94.1643067550899,551.0,137.75,94.1643067550899,4
agent_3,qwen3.5:4b,4.0,1.5811388300841898,20,780.0,477.75516742365016,3900.0,192.0,78.13272184061057,5
agent_4,qwen3:8b,2.0,1.1547005383792515,8,184.875,173.8248040413105,739.5,78.29166666666667,56.66509393242343,4
agent_5,qwen3.5:9b,1.0,0.0,3,83.33333333333333,76.37626158259734,250.0,83.33333333333333,76.37626158259734,3
