agent_id,model_name,avg_gained_per_spent,std_gained_per_spent,avg_energy_rewarded,avg_energy_spent,n_runs
agent_1,gemma4:e4b,0.8351346726388641,0.41302193725937597,3590.0,3887.2059999999997,5
agent_2,nemotron-3-nano:4b,1.2144955712584111,0.3132478839694271,4780.0,4034.2380000000003,5
agent_3,qwen3.5:4b,0.8734122099833808,0.29736835124851746,4230.0,4826.576,5
agent_4,qwen3:8b,0.6390571308722015,0.42888057704172644,4110.0,5135.352000000001,5
agent_5,qwen3.5:9b,0.38472527506450466,0.20058556195505584,1510.0,3557.2520000000004,5
