agent_id,model_name,energy_vote_mean,energy_vote_std,energy_decide_mean,energy_decide_std,energy_act_mean,energy_act_std,total_energy_spent_mean,total_energy_spent_std
agent_1,gemma4:e4b,49.17235,2.878427476505185,36.70300833333333,2.430042369386571,70.54701944444443,15.09066298650463,156.42237777777777,15.904113303571487
agent_2,nemotron-3-nano:4b,55.979,5.855617772703403,39.1924,13.463338323016325,39.3032,9.80057620358223,134.4746,18.4434528317112
agent_3,qwen3.5:4b,64.61106666666667,9.761318901095732,67.95355555555555,13.566903746449741,43.654577777777774,16.790243870867688,176.2192,27.025294680889044
agent_4,qwen3:8b,116.61892261904761,19.47679199700178,69.48762023809523,28.554751491015555,70.7100238095238,25.58611944380533,256.8165666666667,69.19999405750339
agent_5,qwen3.5:9b,79.65691684704186,11.50466270908609,150.33906385281387,43.44983833609423,42.35882738095238,17.08893790574642,272.3548080808081,44.66647650691457
