agent_id,model_name,avg_donations_received,std_donations_received,total_donations_received,avg_energy_received_per_run,total_energy_received,n_runs
agent_1,gemma4:e4b,1.0,,1,500.0,500.0,1
agent_3,qwen3.5:4b,1.0,,1,300.0,300.0,1
agent_4,qwen3:8b,4.666666666666667,1.5275252316519465,14,1013.2266666666668,3039.6800000000003,3
agent_5,qwen3.5:9b,5.6,2.1908902300206647,28,831.0319999999999,4155.16,5
