agent_id,model_name,own_followed_decisions,other_followed_decisions,no_recommendation_followed_decisions,total_decisions,own_follow_rate,other_follow_rate,no_recommendation_follow_rate
agent_1,gemma4:e4b,62,37,25,124,0.5,0.29838709677419356,0.20161290322580644
agent_2,nemotron-3-nano:4b,77,57,16,150,0.5133333333333333,0.38,0.10666666666666667
agent_3,qwen3.5:4b,56,45,37,138,0.4057971014492754,0.32608695652173914,0.26811594202898553
agent_4,qwen3:8b,44,31,23,98,0.4489795918367347,0.3163265306122449,0.23469387755102042
agent_5,qwen3.5:9b,18,28,21,67,0.26865671641791045,0.417910447761194,0.31343283582089554
