agent_id,model_name,own_followed_decisions,other_followed_decisions,no_recommendation_followed_decisions,total_decisions,own_follow_rate,other_follow_rate,no_recommendation_follow_rate
agent_1,gemma4:e4b,89,27,12,128,0.6953125,0.2109375,0.09375
agent_2,nemotron-3-nano:4b,53,70,14,137,0.38686131386861317,0.5109489051094891,0.10218978102189781
agent_3,qwen3.5:4b,57,53,30,140,0.40714285714285714,0.37857142857142856,0.21428571428571427
agent_4,qwen3:8b,41,55,11,107,0.38317757009345793,0.514018691588785,0.102803738317757
agent_5,qwen3.5:9b,28,36,22,86,0.32558139534883723,0.4186046511627907,0.2558139534883721
