agent_id,model_name,avg_donations_made,std_donations_made,total_donations_made,avg_energy_donated_per_run,std_energy_donated_per_run,total_energy_donated,avg_energy_per_donation,std_energy_per_donation,n_runs
agent_1,gemma4:e4b,5.0,2.160246899469287,20,1126.215,617.2075595508101,4504.86,232.0120238095238,71.8662907968065,4
agent_2,nemotron-3-nano:4b,1.0,,1,0.03,,0.03,0.03,,1
agent_3,qwen3.5:4b,2.8,1.3038404810405297,14,550.0,458.257569495584,2750.0,175.0,86.60254037844386,5
agent_4,qwen3:8b,1.0,0.0,2,100.0,0.0,200.0,100.0,0.0,2
