agent_id,model_name,avg_rounds_active,std_rounds_active,n_runs
agent_1,gemma4:e4b,30.0,0.0,5
agent_2,nemotron-3-nano:4b,30.0,0.0,5
agent_3,qwen3.5:4b,30.0,0.0,5
agent_4,qwen3:8b,10.6,5.029910535983717,5
agent_5,qwen3.5:9b,6.8,2.949576240750525,5
