agent_id,model_name,avg_gained_per_spent,std_gained_per_spent,avg_energy_rewarded,avg_energy_spent,n_runs
agent_1,gemma4:e4b,2.2385026039201477,0.9089127857392894,4313.334,1940.9,5
agent_2,nemotron-3-nano:4b,2.7797947024269636,1.113908332374894,4845.0,1722.152,5
agent_3,qwen3.5:4b,2.8624811487805935,1.0130862233904294,6208.334,2211.532,5
agent_4,qwen3:8b,1.9585551708860929,0.44748804215579363,6091.668,3138.398,5
agent_5,qwen3.5:9b,1.0280352192809434,0.14159604085659042,4761.668,4656.548,5
