agent_id,model_name,own_followed_decisions,other_followed_decisions,no_recommendation_followed_decisions,total_decisions,own_follow_rate,other_follow_rate,no_recommendation_follow_rate
agent_1,gemma4:e4b,93,48,9,150,0.62,0.32,0.06
agent_2,nemotron-3-nano:4b,51,86,13,150,0.34,0.5733333333333334,0.08666666666666667
agent_3,qwen3.5:4b,64,56,30,150,0.4266666666666667,0.37333333333333335,0.2
agent_4,qwen3:8b,81,64,5,150,0.54,0.4266666666666667,0.03333333333333333
agent_5,qwen3.5:9b,46,76,28,150,0.30666666666666664,0.5066666666666667,0.18666666666666668
