agent_id,model_name,avg_gained_per_spent,std_gained_per_spent,avg_energy_rewarded,avg_energy_spent,n_runs
agent_1,gemma4:e4b,1.0534484951455276,0.2692901005332157,4146.668,4047.682,5
agent_2,nemotron-3-nano:4b,1.7541693579137774,0.3383113205578882,3393.3360000000002,1945.396,5
agent_3,qwen3.5:4b,0.9790391966704514,0.26027721015161326,4250.004,4358.206,5
agent_4,qwen3:8b,1.263173499054034,0.321296057568189,8343.336,6670.614,5
agent_5,qwen3.5:9b,0.4980724532394779,0.16464397523345056,3166.67,6412.8099999999995,5
