agent_id,model_name,round_num,point_type,avg_energy,std_energy,min_energy,max_energy,n_runs
agent_1,gemma4:e4b,1,round_start,1500.0,0.0,1500.0,1500.0,5
agent_1,gemma4:e4b,2,round_start,1521.808,197.8632710231992,1416.81,1874.87,5
agent_1,gemma4:e4b,3,round_start,1735.1760000000002,255.1144688762282,1551.62,2156.0,5
agent_1,gemma4:e4b,4,round_start,1844.336,204.31039236906196,1540.6999999999998,2026.1899999999998,5
agent_1,gemma4:e4b,5,round_start,2056.916,244.31204192589453,1794.5500000000002,2445.8,5
agent_1,gemma4:e4b,6,round_start,2194.4919999999997,453.2056137891498,1728.7600000000002,2873.8900000000003,5
agent_1,gemma4:e4b,7,round_start,2300.6400000000003,372.3112161216742,1846.3399999999997,2745.55,5
agent_1,gemma4:e4b,8,round_start,2213.436,205.54102201263842,1906.9000000000005,2479.3,5
agent_1,gemma4:e4b,9,round_start,2147.07,211.67824557568494,1833.4000000000005,2425.6600000000003,5
agent_1,gemma4:e4b,10,round_start,2374.04,487.67816226482796,1752.2200000000007,2857.9,5
agent_1,gemma4:e4b,11,round_start,2796.816,720.3147133579876,2157.9700000000003,3577.1299999999997,5
agent_1,gemma4:e4b,12,round_start,2818.082,764.6025374140471,1877.46,3499.5,5
agent_1,gemma4:e4b,13,round_start,2737.92,870.9560898518359,1781.9100000000008,3430.08,5
agent_1,gemma4:e4b,14,round_start,2453.634,706.1282984203364,1647.7200000000007,3360.21,5
agent_1,gemma4:e4b,15,round_start,2372.412,707.3406345743185,1577.3100000000006,3258.3599999999997,5
agent_1,gemma4:e4b,16,round_start,2275.41,537.1632447403672,1464.8400000000006,2826.52,5
agent_1,gemma4:e4b,17,round_start,2247.75,737.6221829975013,1381.3800000000008,3418.2299999999996,5
agent_1,gemma4:e4b,18,round_start,2183.022,734.9104789496469,1317.9600000000007,3348.3599999999997,5
agent_1,gemma4:e4b,19,round_start,2152.114,661.793098090332,1452.2000000000007,3242.04,5
agent_1,gemma4:e4b,20,round_start,2203.3640000000005,875.1769618082961,1584.6700000000008,3677.36,5
agent_1,gemma4:e4b,21,round_start,2029.6060000000002,1302.8232885660282,307.0599999999997,3597.59,5
agent_1,gemma4:e4b,22,round_start,1790.188,1253.524655908291,334.63999999999976,3524.18,5
agent_1,gemma4:e4b,23,round_start,1757.636,1227.2496548298557,256.39999999999975,3457.25,5
agent_1,gemma4:e4b,24,round_start,1672.648,1114.1752984023651,390.63999999999976,3382.31,5
agent_1,gemma4:e4b,25,round_start,1716.3220000000001,1136.7187504259794,312.81999999999977,3295.85,5
agent_1,gemma4:e4b,26,round_start,1678.6799999999998,1200.0941507023522,164.30999999999977,3229.7,5
agent_1,gemma4:e4b,27,round_start,1669.7420000000002,1310.6981687139112,95.30999999999977,3428.13,5
agent_1,gemma4:e4b,28,round_start,1661.1740000000002,1247.5776386582124,119.31999999999978,3324.2400000000002,5
agent_1,gemma4:e4b,29,round_start,1640.3439999999998,1203.6550877556247,52.38999999999979,3245.34,5
agent_1,gemma4:e4b,30,round_start,1631.73,1204.0142003938324,0.0,3375.5299999999997,5
