agent_id,model_name,avg_donations_made,std_donations_made,total_donations_made,avg_energy_donated_per_run,std_energy_donated_per_run,total_energy_donated,avg_energy_per_donation,std_energy_per_donation,n_runs
agent_1,gemma4:e4b,7.2,3.701351104664349,36,1771.4119999999998,729.2107848352217,8857.06,276.06286363636366,82.72503116899478,5
agent_2,nemotron-3-nano:4b,2.0,0.0,4,250.5,211.4249275747777,501.0,125.25,105.71246378738886,2
agent_3,qwen3.5:4b,2.4,1.140175425099138,12,590.0,260.76809620810593,2950.0,345.0,366.742416417845,5
agent_4,qwen3:8b,2.75,0.9574271077563381,11,210.66000000000003,190.6130382039312,842.6400000000001,75.79791666666667,60.57790939154306,4
