agent_id,model_name,job_difficulty,attempted,succeeded,success_rate_pooled,avg_success_rate_per_run,std_success_rate_per_run,n_runs_with_attempt
agent_1,gemma4:e4b,easy,9,5,0.5555555555555556,0.4166666666666667,0.38188130791298663,3
agent_1,gemma4:e4b,hard,59,16,0.2711864406779661,0.1931578947368421,0.1841691682895822,5
agent_1,gemma4:e4b,medium,14,9,0.6428571428571429,0.7000000000000001,0.264575131106459,3
agent_2,nemotron-3-nano:4b,easy,32,22,0.6875,0.7480952380952381,0.2041685755845787,5
agent_2,nemotron-3-nano:4b,hard,49,5,0.10204081632653061,0.08,0.10954451150103323,5
agent_2,nemotron-3-nano:4b,medium,64,18,0.28125,0.27682567432567434,0.07536827397803682,5
agent_3,qwen3.5:4b,easy,44,32,0.7272727272727273,0.7085864135864136,0.12482355628515181,5
agent_3,qwen3.5:4b,hard,35,5,0.14285714285714285,0.1,0.17320508075688773,5
agent_3,qwen3.5:4b,medium,50,27,0.54,0.5508935508935509,0.13519590241884472,5
agent_4,qwen3:8b,easy,20,17,0.85,0.7333333333333333,0.4346134936801766,5
agent_4,qwen3:8b,hard,25,6,0.24,0.17857142857142855,0.20824828195876072,5
agent_4,qwen3:8b,medium,25,12,0.48,0.3904761904761905,0.3117365958873284,5
agent_5,qwen3.5:9b,easy,26,13,0.5,0.5657142857142856,0.24673376546473766,5
agent_5,qwen3.5:9b,medium,14,8,0.5714285714285714,0.41,0.39115214431215894,5
