agent_id,model_name,avg_rounds_active,std_rounds_active,n_runs
agent_1,gemma4:e4b,29.4,1.3416407864998738,5
agent_2,nemotron-3-nano:4b,30.0,0.0,5
agent_3,qwen3.5:4b,30.0,0.0,5
agent_4,qwen3:8b,15.2,10.425929215182693,5
agent_5,qwen3.5:9b,12.6,9.60728889958036,5
