agent_id,model_name,own_followed_decisions,other_followed_decisions,no_recommendation_followed_decisions,total_decisions,own_follow_rate,other_follow_rate,no_recommendation_follow_rate
agent_1,gemma4:e4b,94,30,24,148,0.6351351351351351,0.20270270270270271,0.16216216216216217
agent_2,nemotron-3-nano:4b,74,60,16,150,0.49333333333333335,0.4,0.10666666666666667
agent_3,qwen3.5:4b,74,57,19,150,0.49333333333333335,0.38,0.12666666666666668
agent_4,qwen3:8b,45,30,3,78,0.5769230769230769,0.38461538461538464,0.038461538461538464
agent_5,qwen3.5:9b,23,30,14,67,0.34328358208955223,0.44776119402985076,0.208955223880597
